NAME_OF_ITEM,TYPE_OF_ITEM,RARITY,TIER,GEAR_SCORE
Recipe: Turkey Pot Pie,Recipe,Uncommon,Tier IV,
Toadpot,Resource,Common,Tier II,
Recipe: Stuffed Calamari,Recipe,Uncommon,Tier IV,
Bumbleblossom,Resource,Common,Tier II,
Recipe: Roasted Rabbit with Seasoned Vegetables,Recipe,Uncommon,Tier V,
Tanglewisp,Resource,Common,Tier II,
Spinecap,Resource,Common,Tier II,
Void Pitcher,Resource,Common,Tier II,
Recipe: Blackened Mandje Mandje with Corn Succotash,Recipe,Uncommon,Tier V,
Recipe: Game Meat with Citrus Glaze,Recipe,Uncommon,Tier III,
Recipe: Pork Belly Fried Rice,Recipe,Uncommon,Tier V,
Recipe: Turkey and Stuffing with Mushroom Gravy,Recipe,Uncommon,Tier IV,
Recipe: Pork Chops with Pan Gravy,Recipe,Uncommon,Tier III,
Recipe: Blueberry Glazed Ham Hock with Steamed Vegetables,Recipe,Uncommon,Tier IV,
Recipe: Ravioli with Brown Butter and Sage,Recipe,Uncommon,Tier III,
Recipe: Blackened Ray-Finned Barb with Fondant Potatoes and Barley,Recipe,Uncommon,Tier V,
Recipe: Turkey Thigh with Pan Gravy and Spiced Wild Berries,Recipe,Uncommon,Tier V,
Recipe: Grilled Wolf Loin with Seasoned Squash,Recipe,Uncommon,Tier IV,
Recipe: Coconut Crusted Fish Filet,Recipe,Uncommon,Tier III,
Recipe: Stuffed Venison Tenderloin,Recipe,Uncommon,Tier V,
Recipe: Steamed Abaia Serpe,Recipe,Uncommon,Tier V,
Recipe: Fish Cakes,Recipe,Uncommon,Tier III,
Recipe: Glazed Bear with Sauteed Vegetables,Recipe,Uncommon,Tier V,
Recipe: Salted Ham with Apple Butter,Recipe,Uncommon,Tier IV,
Recipe: Turkey Breast with Cranberry Glaze,Recipe,Uncommon,Tier IV,
Recipe: Meatloaf,Recipe,Uncommon,Tier III,
Recipe: Calamari and Tomato Stew,Recipe,Uncommon,Tier IV,
Recipe: Stuffed Pork Chop,Recipe,Uncommon,Tier III,
Recipe: Filet in Mushroom Sauce,Recipe,Uncommon,Tier V,
Recipe: Braised Wolf Loin,Recipe,Uncommon,Tier IV,
Recipe: Venison Stroganoff,Recipe,Uncommon,Tier III,
Recipe: Squid Ink Pasta with Clams,Recipe,Uncommon,Tier V,
Recipe: Venison Tenderloin with Herb Butter,Recipe,Uncommon,Tier IV,
Recipe: Carbonara,Recipe,Uncommon,Tier V,
Recipe: Corned Beef and Cabbage,Recipe,Uncommon,Tier III,
Recipe: Paella,Recipe,Uncommon,Tier IV,
Recipe: Cheesecake,Recipe,Uncommon,Tier III,
Recipe: Rabbit Stew,Recipe,Uncommon,Tier V,
Recipe: Filet with Mint and Cracked Barley,Recipe,Uncommon,Tier IV,
Recipe: Roasted Game Bird with Berry Glaze,Recipe,Uncommon,Tier III,
Recipe: Poacher's Pie,Recipe,Uncommon,Tier V,
Recipe: Roasted Gnufish,Recipe,Uncommon,Tier V,
Recipe: Fried Calamari,Recipe,Uncommon,Tier III,
Recipe: Venison Roast,Recipe,Uncommon,Tier IV,
Recipe: Clam Chowder,Recipe,Uncommon,Tier IV,
Recipe: Supreme Omelet,Recipe,Uncommon,Tier III,
Recipe: Bacon-Wrapped Scallops,Recipe,Uncommon,Tier V,
Recipe: Salted Poultry with Cabbage,Recipe,Uncommon,Tier V,
Recipe: Savory Fish Cake,Recipe,Uncommon,Tier IV,
Recipe: Spicy Steak Pie,Recipe,Uncommon,Tier IV,
Recipe: Spicy Cabbage Soup,Recipe,Uncommon,Tier IV,
Recipe: Salted Roasted Vegetables,Recipe,Uncommon,Tier IV,
Recipe: Sweet Wild Berry Infusion,Recipe,Uncommon,Tier IV,
Recipe: Herb-Crusted Vegetables,Recipe,Uncommon,Tier IV,
Recipe: Glazed Melon Bread,Recipe,Uncommon,Tier IV,
Recipe: Savory Vegetable Medley,Recipe,Uncommon,Tier IV,
Recipe: Vegetable Boil,Recipe,Uncommon,Tier IV,
Recipe: Poultry with Roasted Potatoes,Recipe,Uncommon,Tier IV,
Recipe: Cabbage-Wrapped Roasted Fish,Recipe,Uncommon,Tier IV,
Recipe: Breakfast Bread,Recipe,Uncommon,Tier IV,
Recipe: Strong Honey Brew,Recipe,Uncommon,Tier IV,
Recipe: Berry Brew,Recipe,Uncommon,Tier IV,
Recipe: Creamed Corn,Recipe,Uncommon,Tier IV,
Recipe: Roasted Vegetable Medley,Recipe,Uncommon,Tier IV,
Recipe: Sweet Fruit Trifle,Recipe,Uncommon,Tier IV,
Recipe: Herb-Roasted Cabbage,Recipe,Uncommon,Tier III,
Recipe: Carrot Soup,Recipe,Uncommon,Tier III,
Recipe: Boiled Potatoes,Recipe,Uncommon,Tier III,
Recipe: Herb-Crusted Corn on the Cob,Recipe,Uncommon,Tier III,
Blueberry,Consumable,Common,Tier III,
Honey,Consumable,Common,Tier I,
Cabbage,Consumable,Common,Tier III,
Onion,Consumable,Common,Tier III,
Tomato,Consumable,Common,Tier V,
Yeast,Resource,Common,Tier I,
Milk,Consumable,Common,Tier I,
Berry,Consumable,Common,Tier III,
Corn,Consumable,Common,Tier II,
Carrot,Consumable,Common,Tier II,
Potato,Consumable,Common,Tier III,
Barley,Consumable,Common,Tier III,
Nut,Consumable,Common,Tier I,
Squash,Consumable,Common,Tier II,
Melon,Consumable,Common,Tier III,
Broccoli,Consumable,Common,Tier IV,
Cranberry,Consumable,Common,Tier II,
Wheat,Consumable,Common,Tier IV,
Strawberry,Consumable,Common,Tier II,
Poultry,Consumable,Common,Tier I,
Egg,Consumable,Common,Tier I,
Rice,Resource,Common,Tier V,
Red Meat,Consumable,Common,Tier II,
Tender Fish Filet,Consumable,Common,Tier III,
Firm Fish Filet,Consumable,Common,Tier II,
Fish Filet,Consumable,Common,Tier I,
Delicate Fish Filet,Consumable,Common,Tier IV,
Water,Consumable,Common,None,
Squid Ink,Resource,Rare,Tier V,
Fish Oil,Resource,Common,Tier I,
Squid Meat,Consumable,Uncommon,Tier III,
Fish Roe,Consumable,Rare,Tier V,
Pork Belly,Consumable,Uncommon,Tier V,
Prime Red Meat,Consumable,Rare,Tier V,
Tender Wolf Loin,Consumable,Rare,Tier IV,
Sumptuous Rabbit,Consumable,Rare,Tier V,
Venison Tenderloin,Consumable,Rare,Tier IV,
Juicy Ham Hock,Consumable,Uncommon,Tier III,
Rich Bear Flank,Consumable,Rare,Tier V,
Basil,Resource,Common,Tier I,
Schematic: Black-laquered Small Table,Furniture,Uncommon,None,
Schematic: Salt-stripped Small Table,Furniture,Uncommon,None,
Schematic: Well-polished Small Table,Furniture,Uncommon,None,
Schematic: Black-laquered Dining Table,Furniture,Uncommon,None,
Schematic: Hardworking Small Table,Furniture,Uncommon,None,
Schematic: Salt-stripped Dining Table,Furniture,Uncommon,None,
Schematic: Well-polished Dining Table,Furniture,Uncommon,None,
Schematic: Hardworking Dining Table,Furniture,Uncommon,None,
Schematic: Pirate Keg Kitchen Island,Furniture,Uncommon,None,
Schematic: Black-laquered Vanity Table,Furniture,Uncommon,None,
Schematic: Well-polished Vanity Table,Furniture,Uncommon,None,
Schematic: Salt-stripped Vanity Table,Furniture,Uncommon,None,
Schematic: Hardworking Vanity Table,Furniture,Uncommon,None,
Schematic: Black-laquered Scrolled Desk,Furniture,Uncommon,None,
Schematic: Well-polished Scrolled Desk,Furniture,Uncommon,None,
Schematic: Salt-stripped Scrolled Desk,Furniture,Uncommon,None,
Schematic: Hardworking Scrolled Desk,Furniture,Uncommon,None,
Schematic: Round Seafoam Rug,Furniture,Uncommon,None,
Schematic: Curved Maritime Rug,Furniture,Uncommon,None,
Schematic: Ornate Gold Stove,Furniture,Uncommon,None,
Schematic: Ornate Bronze Stove,Furniture,Uncommon,None,
Schematic: Ornate Copper Stove,Furniture,Uncommon,None,
Schematic: Ornate Cast-Iron Stove,Furniture,Uncommon,None,
Schematic: Black-laquered Galley Shelf,Furniture,Uncommon,None,
Schematic: Well-polished Galley Shelf,Furniture,Uncommon,None,
Schematic: Salt-stripped Galley Shelf,Furniture,Uncommon,None,
Schematic: Well-polished Low Bookcase,Furniture,Uncommon,None,
Schematic: Hardworking Galley Shelf,Furniture,Uncommon,None,
Schematic: Salt-stripped Low Bookcase,Furniture,Uncommon,None,
Schematic: Hardworking Low Bookcase,Furniture,Uncommon,None,
Schematic: Black-laquered Half-Barrel Table,Furniture,Uncommon,None,
Schematic: Salt-stripped Half-Barrel Table,Furniture,Uncommon,None,
Schematic: Well-polished Half-Barrel Table,Furniture,Uncommon,None,
Schematic: Hardworking Half-Barrel Table,Furniture,Uncommon,None,
Schematic: Black-laquered Scrolled Armoire,Furniture,Uncommon,None,
Schematic: Well-polished Scrolled Armoire,Furniture,Uncommon,None,
Schematic: Salt-stripped Scrolled Armoire,Furniture,Uncommon,None,
Schematic: Hardworking Scrolled Armoire,Furniture,Uncommon,None,
Schematic: Hardworking Helm Chandelier,Furniture,Uncommon,None,
Schematic: Silver Candelabra,Furniture,Uncommon,None,
"Schematic: Captian Quicksilver's Lamp, Silver Replica",Furniture,Uncommon,None,
Schematic: Gothic Velvet Stool,Furniture,Uncommon,None,
Schematic: Bloody Velvet Stool,Furniture,Uncommon,None,
Schematic: Seafoam Velvet Stool,Furniture,Uncommon,None,
Schematic: Maritime Velvet Stool,Furniture,Uncommon,None,
Schematic: Gothic Velvet Dining Chair,Furniture,Uncommon,None,
Schematic: Bloody Velvet Dining Chair,Furniture,Uncommon,None,
Schematic: Maritime Velvet Dining Chair,Furniture,Uncommon,None,
Schematic: Seafoam Velvet Dining Chair,Furniture,Uncommon,None,
Schematic: Gothic Velvet Armchair,Furniture,Uncommon,None,
Schematic: Bloody Velvet Armchair,Furniture,Uncommon,None,
Schematic: Seafoam Velvet Armchair,Furniture,Uncommon,None,
Schematic: Maritime Velvet Armchair,Furniture,Uncommon,None,
Schematic: Sailor's Hammock,Furniture,Uncommon,None,
Schematic: Gothic Velvet Captian's Bed,Furniture,Uncommon,None,
Schematic: Seafoam Velvet Captian's Bed,Furniture,Uncommon,None,
Schematic: Bloody Velvet Captian's Bed,Furniture,Uncommon,None,
Schematic: Steel Stove,Furniture,Uncommon,None,
Schematic: Oak Shelf,Furniture,Uncommon,None,
Schematic: Mahogany Shelf,Furniture,Uncommon,None,
Schematic: Maple Shelf,Furniture,Uncommon,None,
Schematic: Mahogany Dresser,Furniture,Uncommon,None,
Schematic: Cerulean Curtain 03,Furniture,Uncommon,None,
Schematic: Maple Dresser,Furniture,Uncommon,None,
Schematic: Oak Dresser,Furniture,Uncommon,None,
Schematic: Cerulean Curtain 02,Furniture,Uncommon,None,
Schematic: Fireplace Pokers,Furniture,Uncommon,None,
Schematic: Cerulean Curtain 01,Furniture,Uncommon,None,
Schematic: Fireplace Accessories,Furniture,Uncommon,None,
Schematic: Fireplace Books,Furniture,Uncommon,None,
Schematic: Mahogany Cabinet 02,Furniture,Uncommon,None,
Schematic: Oak Cabinet 02,Furniture,Uncommon,None,
Schematic: Maple Cabinet 02,Furniture,Uncommon,None,
Schematic: Maple Cabinet 01,Furniture,Uncommon,None,
Schematic: Mahogany Cabinet 01,Furniture,Uncommon,None,
Schematic: Mahogany Bookcase 02,Furniture,Uncommon,None,
Schematic: Oak Cabinet 01,Furniture,Uncommon,None,
Schematic: Oak Bookcase 02,Furniture,Uncommon,None,
Schematic: Mahogany Bookcase 01,Furniture,Uncommon,None,
Schematic: Oak Bookcase 01,Furniture,Uncommon,None,
Schematic: Maple Bookcase 02,Furniture,Uncommon,None,
Schematic: Oak Armoire,Furniture,Uncommon,None,
Schematic: Mahogany Armoire,Furniture,Uncommon,None,
Schematic: Maple Bookcase 01,Furniture,Uncommon,None,
Schematic: Maple Armoire,Furniture,Uncommon,None,
Schematic: Maple Chair 02,Furniture,Uncommon,None,
Schematic: Oak Stool,Furniture,Uncommon,None,
Schematic: Mahogany Stool,Furniture,Uncommon,None,
Schematic: Mahogany Chair 02,Furniture,Uncommon,None,
Schematic: Small Cabinet,Furniture,Uncommon,None,
Schematic: Maple Stool,Furniture,Uncommon,None,
Schematic: Oak Chair 02,Furniture,Uncommon,None,
Schematic: Scroll Case,Furniture,Uncommon,None,
Schematic: Shelf,Furniture,Uncommon,None,
Schematic: Powder Horn,Furniture,Uncommon,None,
Schematic: Candle Holder,Furniture,Uncommon,None,
Schematic: Basic Stool,Furniture,Uncommon,None,
Schematic: Bird Cage,Furniture,Uncommon,None,
Schematic: Basic Chair,Furniture,Uncommon,None,
Schematic: Fine Chair B,Furniture,Uncommon,None,
Schematic: Fine Chair A,Furniture,Uncommon,None,
Schematic: Stone Cairn,Furniture,Uncommon,None,
Schematic: Basic Bed,Furniture,Uncommon,None,
Schematic: Old Bunk Bed,Furniture,Uncommon,None,
Schematic: Alchemist Cabinet,Furniture,Uncommon,None,
Schematic: Cot,Furniture,Uncommon,None,
Schematic: Wine Cask,Furniture,Uncommon,None,
Spark of Impulse,Resource,Legendary,None,
Spark of Willpower,Resource,Legendary,None,
Spark of Battle,Resource,Legendary,None,
Spark of Adrenaline,Resource,Legendary,None,
Shaded Agent,Resource,Legendary,None,
Darkened Agent,Resource,Legendary,None,
Tenebrous Agent,Resource,Legendary,None,
Transference Icon,Resource,Legendary,None,
Shadowed Agent,Resource,Legendary,None,
Voidbent Ingot,Resource,Legendary,None,
Void Ore,Resource,Legendary,None,
Transference Seal,Resource,Legendary,None,
Transference Charm,Resource,Legendary,None,
Ectoplasmic Essence,Resource,Epic,None,
Tranference Ward,Resource,Legendary,None,
Corrupted Crest,Resource,Epic,None,
Pristine Wolf Claw,Resource,Epic,None,
Pristine Bear Claw,Resource,Legendary,None,
Void Essence,Resource,Legendary,None,
Glowing Sap,Resource,Legendary,None,
Barkflesh,Resource,Epic,None,
Tracker's Seal,Resource,Legendary,None,
Notes on Aeternum Fauna,Resource,Epic,None,
Precision Armoring Tools,Resource,Legendary,None,
Ancient Mandible,Resource,Legendary,None,
Chef's Secret Cookbook,Resource,Legendary,None,
Quartermaster's Notes,Resource,Epic,None,
Chef's Secret Techniques,Resource,Epic,None,
Ancient Femur,Resource,Epic,None,
Forgemaster's Notes,Resource,Legendary,None,
Dummy Frame,Resource,Legendary,None,
Philosopher's Stone,Resource,Legendary,None,
Ancient Texts,Resource,Epic,None,
Blight Seeds,Resource,Legendary,None,
Ancient Skull,Resource,Epic,None,
Fluffy Stuffing,Resource,Legendary,None,
Ember Stone,Resource,Epic,None,
Pristine Bear Pelt,Resource,Epic,None,
Glowing Spore,Resource,Legendary,None,
Molten Rune,Resource,Legendary,None,
Lazarus Tuning Orb,Event Key,Legendary,None,
Genesis Tuning Orb,Event Key,Legendary,None,
Corrupted Rune,Resource,Legendary,None,
Earth Totem,Resource,Legendary,None,
Dynasty Tuning Orb,Event Key,Epic,None,
Isabella's Lair Tuning Orb,Event Key,Legendary,None,
Eridanus Tuning Orb,Event Key,Rare,None,
Depths Tuning Orb,Event Key,Rare,None,
Amrine Tuning Orb,Event Key,Uncommon,None,
Starstone Tuning Orb,Event Key,Uncommon,None,
Asmodeum Chisel,Resource,Legendary,None,
Infused Rawhide,Resource,Common,Tier V,
Orichalcum Chisel,Resource,Epic,None,
Azoth Essence,Resource,Common,None,
Starmetal Chisel,Resource,Rare,None,
Sack of Grain,Resource,Common,None,
Steel Chisel,Resource,Uncommon,None,
Infused Wood,Resource,Common,Tier V,
Iron Chisel,Resource,Common,None,
House Deed TEST,Resource,Common,None,
Drink Carafe,Resource,Common,None,
Picnic Basket,Resource,Common,None,
Seasoning Pouch,Resource,Common,None,
Concoction Decanter,Resource,Common,None,
Vial Pouch,Resource,Common,None,
Alchemy Seed Pouch,Resource,Common,None,
Seed Pouch,Resource,Common,None,
Lockbox,Resource,Common,None,
Gem Pouch,Resource,Common,None,
Claim Charter,Resource,Common,None,
Masterwork Material Converter,Resource,Rare,Tier V,
Advanced Material Converter,Resource,Uncommon,Tier IV,
Common Material Converter,Resource,Common,Tier III,
Grand Transmutation Catalyst,Resource,Epic,Tier V,
Greater Transmutation Catalyst,Resource,Rare,Tier IV,
Grand Rune of Holding,Resource,Epic,Tier V,
Major Rune of Holding,Resource,Uncommon,Tier III,
Common Transmutation Catalyst,Resource,Uncommon,Tier III,
Greater Rune of Holding,Resource,Rare,Tier IV,
Minor Rune of Holding,Resource,Common,Tier II,
Mahogany Stain,Resource,Epic,Tier V,
Ash Stain,Resource,Common,Tier II,
Oak Stain,Resource,Rare,Tier IV,
Silkweave,Resource,Uncommon,Tier IV,
Maple Stain,Resource,Uncommon,Tier III,
Crossweave,Resource,Common,Tier III,
Tannin,Resource,Common,Tier III,
Weak Solvent,Resource,Common,Tier III,
Wireweave,Resource,Rare,Tier V,
Pure Solvent,Resource,Rare,Tier V,
Potent Solvent,Resource,Uncommon,Tier IV,
Rested Tannin,Resource,Uncommon,Tier IV,
Glowing Tallow,Resource,Legendary,Tier V,
Aged Tannin,Resource,Rare,Tier V,
Infused Resin,Resource,Legendary,Tier V,
Glimmering Twine,Resource,Legendary,Tier V,
Vacant Animus 10,Resource,Common,None,
Vacant Animus 9,Resource,Common,None,
Vacant Animus 8,Resource,Common,None,
Vacant Animus 7,Resource,Common,None,
Vacant Animus 6,Resource,Common,None,
Vacant Animus 5,Resource,Common,None,
Vacant Animus 4,Resource,Common,None,
Vacant Animus 3,Resource,Common,None,
Vacant Animus 2,Resource,Common,None,
Vacant Animus 1,Resource,Common,None,
Talisman 9,Resource,Common,None,
Talisman 8,Resource,Common,None,
Talisman 7,Resource,Common,None,
Talisman 6,Resource,Common,None,
Talisman 5,Resource,Common,None,
Talisman 4,Resource,Common,None,
Talisman 10,Resource,Common,None,
Tinted Glass Vial,Resource,Common,Tier V,
Feathers,Resource,Common,None,
Etched Glass Vial,Resource,Common,Tier V,
Talisman 3,Resource,Common,None,
Talisman 2,Resource,Common,None,
Glass Vial,Resource,Common,Tier V,
Talisman 1,Resource,Common,None,
Gunpowder,Resource,Uncommon,Tier II,
Savory Seasoning,Resource,Common,None,
Spicy Seasoning,Resource,Common,None,
Sweet Seasoning,Resource,Common,None,
Salty Seasoning,Resource,Common,None,
Emblem of Fortitude,Resource,Legendary,Tier V,
Eternal Ice,Resource,Legendary,Tier V,
Crest of Fortitude,Resource,Legendary,Tier V,
Cold-Forged Buckles,Resource,Legendary,Tier V,
Ancient Armor Plates,Resource,Legendary,Tier V,
Splintered Bow,Resource,Legendary,Tier V,
Ancient Metallic Thread,Resource,Legendary,Tier V,
Blessed Scepter,Resource,Legendary,Tier V,
Petrified Fire,Resource,Legendary,Tier V,
Broken Hatchet,Resource,Legendary,Tier V,
Fragmented Musket,Resource,Legendary,Tier V,
Withered Bough,Resource,Legendary,Tier V,
Serpentine Handguard,Resource,Legendary,Tier V,
Ancient Bearing,Resource,Legendary,Tier V,
Scaling Powder,Resource,Legendary,Tier V,
Schematic: Frost Fairy's Gift,Resource,Legendary,Tier V,
Shattered Sword,Resource,Legendary,Tier V,
Schematic: Waning Crescent,Resource,Legendary,Tier V,
Schematic: Windsinger,Resource,Legendary,Tier V,
Schematic: Inquisition,Resource,Legendary,Tier V,
Schematic: Hidden Truths,Resource,Legendary,Tier V,
Schematic: Veilpiercer,Resource,Legendary,Tier V,
Schematic: Needler,Resource,Legendary,Tier V,
Schematic: Eternal Dusk,Resource,Legendary,Tier V,
Schematic: Stonerend,Resource,Legendary,Tier V,
Schematic: Maker's Mark,Resource,Legendary,Tier V,
Schematic: Thundersnow,Resource,Epic,Tier IV,
Schematic: Voidforged Harbinger,Resource,Legendary,Tier V,
Schematic: Grasping Light,Resource,Epic,Tier IV,
Schematic: Eruption,Resource,Epic,Tier IV,
Brightscale Hide,Resource,Epic,Tier IV,
Shadowfur,Resource,Rare,Tier III,
Ragehide,Resource,Uncommon,Tier II,
Barbvine,Resource,Legendary,Tier V,
Cinnabar,Resource,Legendary,Tier V,
Ebonwood,Resource,Epic,Tier IV,
Quillbark,Resource,Epic,Tier IV,
Wildwood,Resource,Legendary,Tier V,
Whisperwood,Resource,Rare,Tier III,
Voidmetal,Resource,Rare,Tier III,
Tolvium,Resource,Legendary,Tier V,
Petrified Wood,Resource,Uncommon,Tier II,
Azurite Chunk,Resource,Epic,Tier IV,
Charged Sand,Resource,Common,Tier IV,
Blessed Crucible,Resource,Epic,Tier IV,
Silty Sand,Resource,Common,Tier III,
Fine Sand,Resource,Common,Tier II,
Fae Iron,Resource,Uncommon,Tier II,
Coarse Sand,Resource,Common,Tier I,
Phoenixweave,Resource,Epic,Tier V,
Scaly Hide,Resource,Common,Tier III,
Linen,Resource,Common,Tier II,
Silk Threads,Resource,Common,Tier IV,
Wirefiber,Resource,Common,Tier V,
Infused Silk,Resource,Common,Tier V,
Sateen,Resource,Common,Tier III,
Fibers,Resource,Common,Tier I,
Silk,Resource,Common,Tier IV,
Wyrdwood Planks,Resource,Common,Tier IV,
Iron Ore,Resource,Common,Tier I,
Flint,Resource,Common,Tier I,
Runestone,Resource,Epic,Tier V,
Lodestone Brick,Resource,Common,Tier IV,
Stone Brick,Resource,Common,Tier III,
Lumber,Resource,Common,Tier III,
