name,telephone,mail,website
ROCHE BLANCHE (OPEN TENNIS),0687161298,danielle.sauvage@orange.fr,None
GERZAT (A.L.T.C),0463223653,amicalelaiquetennisclub@neuf.fr,https://altc-gerzat.hubside.fr/
ORCET (TENNIS CLUB),None,chevrier.dousset@wanadoo.fr,None
MONTAIGUT LE BLANC TC,None,None,None
ENNEZAT (TENNIS CLUB),None,tc.ennezat@hotmail.fr,https://www.facebook.com/ennezat.tennisclub
NOHANENT (TENNIS CLUB),None,tennisclubnohanent@gmail.com,None
LE CENDRE TC,None,lecendretc@gmail.com,http://www.lecendretc.fr
L'OUVERTURE,None,None,None
DURTOL (TENNIS CLUB),0473310389,flodarles@live.fr,None
CROIX DE NEYRAT (AMILCLUB),None,ac-croix-neyrat@fft.fr,http://amilclub.wordpress.com
COUDES (TENNIS CLUB),None,magncam@gmail.com,None
ROMAGNAT T.C,0652799193,rtcromagnat@gmail.com,https://www.romagnat-tennis.com
COLOMBIER (TENNIS CLUB),0473360069,tccolombier63@gmail.com,http://www.tccolombier.fr/fr/home/index
CLERMONT U.C.,None,tenniscuc@gmail.com,http://www.cuctennis.com
CHATEL-GUYON (TENNIS CLUB),0473860727,tchatelguyon@wanadoo.fr,http://www.tennischatel.canalblog.com
GAZELEC CLERMONT,0633824232,None,None
ENVAL (TENNIS CLUB),0664529000,fredericdiot@hotmail.com,https://www.facebook.com/tc.enval/
ESPERANCE CEYRAT,0782619007,esperanceceyratoisetennis@gmail.com,http://www.club.fft.fr/tennisceyrat/
CELLULE T.C,0473972391,cellule.tennis.club@free.fr,http://www.tennis-cellule.fr/
COMITE PUY DE DOME TENNIS,0473273131,comite.puy-de-dome@fft.fr,http://www.comite.fft.fr/puy-de-dome
CHATEAUGAY (AT),None,tennis.chateaugay@gmail.com,None
CEBAZAT TC,0662324984,cebazattennisclub@gmail.com,http://www.club.fft.fr/cebazattennisclub
CONSTELLIUM TC,0473555282,None,None
BEAUMONT (TENNIS CLUB),None,tennisbeaumont@free.fr,http://tennisbeaumont.fr
AUBIERE TENNIS CLUB,0777300381,aubieretc@neuf.fr,http://www.club.fft.fr/aubieretc/
BILLOM (TENNIS CLUB),0473689617,tcbillom@gmail.com,http://www.club.fft.fr/tcbillom
AULNAT (TENNIS CLUB),0473603718,03630111@fft.fr,http://www.club.fft.fr/tcaulnat
COURNON T.C.,0473846228,None,http://tennisclubcournon.jimdo.com
A.S.P.T.T. CLERMONT,0473617200,aspttclermont.tennis@gmail.com,http://www.club.fft.fr/aspttclermont.tennis
AUBIERE (AMICALE LAIQUE),None,ducastel.eric@orange.fr,None
CENTRE LIGUE AUBIERE,0473442626,guillaume.bastide@fft.fr,https://ligueauvergnerhonealpestennis.com/
A.S.C.A.I.A,0473424242,ascaia@sfr.fr,http://ascaia.fr
CHAPPES (AMICALE LAIQUE),0473860342,None,None
TENNIS PARC ARLESIEN,0490930021,tparles@free.fr,http://tparles.fr
BLANZAT (F.R),None,frblanzat@wanadoo.fr,http://foyerruraldeblanzat.fr
TENNIS CLUB VESTRICOIS,0651761845,tennisclubvestricois@hotmail.fr,None
TENNIS CLUB TARASCON,0490911804,contact@tctarascon.fr,http://www.tctarascon.fr
TENNIS CLUB ST CHAPTES,None,None,http://www.club.fft.fr/tc.saintchaptes
TENNIS CLUB MARGUERITTES,0466750621,secretariatennismarguerittes@gmail.com,None
TENNIS CLUB DE GARONS,None,tennisgarons@gmail.com,http://www.club.fft.fr/tcgarons
A.T.S.C.A.F (TENNIS CLUB),0633896675,tennis.club.atscaf@free.fr,http://tennis.club.atscaf.free.fr
TENNIS CLUB DE MOUSSAC,0681554111,tc.moussac@fft.fr,http://www.club.fft.fr/tcmoussac
TENNIS CLUB CARREAU DE LANES,None,tennisclubcarreaudelanes@gmail.com,https://www.facebook.com/Tennis-Club-Carreau-de-Lanes
TENNIS CLUB DE TRINQUETAILLE,0635545619,tctrinquetaille@gmail.com,http://www.club.fft.fr/tctrinquetaille
TENNIS CLUB DE CASTILLON,0466371274,eleonore.raysseguier@orange.fr,None
AIGUEPERSE (TENNIS CLUB),None,tcaigueperse-tennis@fft.fr,http://www.club.fft.fr/tca-tennisaigueperse
TC VERS PONT DU GARD,0466592527,None,None
TC VEZENOBRES,None,simetger.levillain@orange.fr,None
TENNIS CLUB SAZE,None,tcsaze@gmail.com,None
CASTELPONTIN (TENNIS CLUB),0661974833,contact@tcc63.fr,https://club.fft.fr/tc.pont-du-chateau
TC VAUVERT,0699271414,tcvauvert30@gmail.com,http://www.club.fft.fr/tc.vauvert
TC ST SIFFRET LA PINEDE,None,None,None
TC VERGEZE,0681326151,tennisclubvergeze@gmail.com,http://www.club.fft.fr/tc.vergeze
TC SAINT GILLES,0466870640,tennisclubsaintgilles30@orange.fr,http://www.club.fft.fr/tc.stgilles
TENNIS CLUB DE GALLARGUES,0622132897,None,None
TC SAINT DIONISY,None,None,None
TC SAINT LAURENTAIS,0621441656,tcsaintlaurentais@gmail.com,None
TC RODILHAN,0466205342,tcrodilhan@yahoo.fr,http://www.club.fft.fr/tcrodilhan
TC UCHAUDOIS,None,uchaudtennis@gmail.com,http://tennisclubuchaud.fr
TC REDESSAN,0466204803,serge.gamba123@orange.fr,http://www.club.fft.fr/tennis-club-redessan
TC OPPIDUM-NAGES & SOLORGUES,None,president@tennis-club-oppidum.fr,http://www.tennis-club-oppidum.fr
TC NIMES,0430318970,contact@tcnimes.fr,http://www.club.fft.fr/tcnimes
TC SAINT CHRISTOLAIS,None,None,https://www.facebook.com/julienjaussointcsc/
TC UZES,0466226082,tennisclubuzes@gmail.com,http://www.club.fft.fr/tennisclubuzes
TC MONTFRIN,0618487904,tcmontfrincontact@gmail.com,None
TC MILHAUD,None,tennis.club.milhaud@gmail.com,http://tcmilhaud.fr/
TC ST QUENTIN LA POTERIE,0466225529,None,None
TC MARSILLARGUES,0954879818,tc.marsillargues@gmail.com,https://club.fft.fr/tc.marsillargues/60340335_a/cms/index_public.php?PHPSESSID=81cc85bf21f262a25a9a6696531e3c10u0026us_action=show_note_siteu0026ui_id_site=1
TC LUNEL,0467831688,tc.lunel@free.fr,http://www.tennis-lunel.fr/
TC LES HAUTS DE NIMES,0614175694,tcleshautsdenimes@gmail.com,https://www.tennisclubhautsdenimes.fr/
TCM LA CIGALE-NIMES,0685392069,tccigale@gmail.com,http://www.club.fft.fr/tc.la.cigale
TC MUNICIPAL KENNEDY,0651536905,tcnimeskennedy@gmail.com,None
TC MEYNOIS,None,tcmeynes@orange.fr,None
TC LES COURBIERS,0610653635,tclescourbiers@gmail.com,None
TC GENERAC,None,tcg30510@gmail.com,None
TC LUNEL VIEL,0467691164,tclunelviel@yahoo.fr,http://tennis-lunelviel.fr
TC DU DUCHE-UZES,0466229185,tcduche.uzes@gmail.com,None
TC DE RESTINCLIERES BEAULIEU,0651396296,tcrbgestion@gmail.com,http://www.club.fft.fr/tc.restinclieres
TC SOMMIERES,0466803370,tennisclubsommierois@gmail.com,http://www.tcsommieres.com
TC POULX AVENIR,0780043872,gilles.rousselet@wanadoo.fr,http://www.club.fft.fr/tcpa
TC COMPS,0699748155,mathieu.tomasi@yahoo.fr,http://www.club.fft.fr/tccomps
TC LANGLADE,None,tclanglade@gmail.com,http://www.club.fft.fr/tc.langlade
TC CONGENIES,0622451976,tenniscongenies@gmail.com,http://www.club.fft.fr/tennisclubcongenies
TC DU PARC-JONQUIERES ST VINCENT,0466745470,tennisclubduparc@yahoo.fr,http://www.club.fft.fr/tc.duparc.jonquieres
TC CODOGNAN,0466518427,tennisclubcodognan@gmail.com,http://www.club.fft.fr/codognantennisclub
TC CHEMINOTS ARLESIEN,0490937743,tennischeminots00@gmail.com,http://www.club.fft.fr/tccarles
TC CALVISSON,0782700965,secretaire.tccalvisson@gmail.com,http://www.club.fft.fr/tccalvisson
TC CAVEIRAC,0632017337,tc.caveirac@gmail.com,http://www.club.fft.fr/tc.caveirac
TC DE CRUVIERS-LASCOURS,None,rjf.stephan@gmail.com,None
TC DE ST GENIES,0603214144,tennisclubstgenies.2018@gmail.com,http://www.tennisclubstgenies2018.com
TC BELLEGARDE,0604579005,tcbellegarde@gmail.com,http://tennisbellegarde.fr/
TC BOISSERON,0658758396,sandra.martorell34@gmail.com,None
TC BRIGNON,None,None,None
TC MANDUEL,0466204640,tennis-club-manduellois@orange.fr,http://www.club.fft.fr/tc.manduel
TC BLAUZACOIS,None,tcblauzacois@gmail.com,https://www.facebook.com/tcblauzacois
TC ARAMON,0466571000,tc-aramon@orange.fr,http://www.club.fft.fr/tc.aramon
TC FOURQUES,0490961905,tennisclubfourques30300@gmail.com,http://tcfourques.jimdo.com
TC AIMARGUES,0682682437,tennis-club-d-aimargues@orange.fr,http://www.club.fft.fr/tc.aimarguois
TC CLARENSAC,0466815641,tc.clarensac@hotmail.fr,http://www.club.fft.fr/tc.clarensac
RAQUETTE BERNISSOISE,0466741556,bdilien@yahoo.fr,http://www.tennisclubbernis.fr
TC CAILAREN,None,tennisclublecailar@orange.fr,http://www.tccailaren.fr
CS CHEMINOTS NIMES,None,tennischeminots30@hotmail.com,http://www.tennisclubcheminotsnimois.clubeo.com
TC AUBORD,0767235191,president@tcaubord.fr,https://www.tcaubord.fr/
TC BEAUVOISIN,0683243118,contact@tcbeauvoisin30.fr,http://tcbeauvoisin30.fr
ASSO CALMETTOISE DE TENNIS,0611746142,city329@hotmail.fr,None
LE TEMPLE DU SPORT,None,tdslunel@yahoo.com,None
HAUTS DE NIMES PADEL CLUB,0671235446,hautsdenimes@winwin-padel.com,https://winwin-padel.com
AS BOUILLARGUES,0466205460,asb30@sfr.fr,http://www.club.fft.fr/as.bouillarguestennis
AS BAS RHONE LANGUEDOC-NIMES,0466849816,tc.asbrl@wanadoo.fr,http://www.tennis-club-asbasrhone.com/index.php
COMITE GARD TENNIS,0466292755,comite.gard@fft.fr,http://comite.fft.fr/gard/
VIZILLE TC,0476681395,tennis.vizille@gmail.com,https://www.tennisvizille.net
VINAY TENNIS CLUB,None,contact@tcvinois.com,http://www.tcvinois.com
VIF TENNIS CLUB,None,tennis.vif@gmail.com,https://www.tcvif.blogspot.com
TC AIGUES VIVES,0466354918,tcaiguesvives@gmail.com,http://tcaiguesvives.wixsite.com
VERSOUD-VILLARD BONNOT TC,0663331047,tcvb38190@gmail.com,https://tennistcvb.wordpress.com/
TC BEAUCAIROIS,0466586863,tennisbeaucaire@hotmail.fr,http://www.tcbeaucaire.fr
URIAGE TENNIS CLUB,0476891364,tcuriage@gmail.com,http://www.club.fft.fr/tennisclub-uriage
ASPTT NIMES,0466281512,nimes.asptt@wanadoo.fr,None
AS CAISSARGUES,0750275442,None,http://www.club.fft.fr/as.caissargues
THEYS TENNIS CLUB,0476710547,theystennis@gmail.com,https://www.facebook.com/clubtennistheys/
VILLARD DE LANS TC,0476950369,villarddelanstennis@gmail.com,http://www.club.fft.fr/tcvillarddelans
ASCM SAINT JUST,None,grincheux-picsou@outlook.fr,None
TENNIS SPORT LOISIRS POISAT,1783789969,nadegechambo@gmail.com,https://tslpoisat.wixsite.com/tslp
TC ECHIROLLES,0476224231,tennisechirolles@free.fr,http://www.club.fft.fr/echirolles
TC COUBLEVIE VOIRON,0476659970,tennis.cv@free.fr,http://www.tenniscoublevievoiron.fr/
ST PIERRE D'ENTREMONT TC DES ENTREMONTS,None,tc.entremonts@gmail.com,http://club.quomodo.com/tennis-club-saint-pierre-d-entremont
TRONCHE (LA) TENNIS CLUB,0476517471,info@tennis-latronche.fr,http://www.tennis-latronche.fr
TERRASSE (LA) TENNIS CLUB DES 2 RIVES,0476082286,g.fievet@wanadoo.fr,None
TENNIS CLUB LES PETITES ROCHES,None,tennisclubpr@gmail.com,None
VARCES TC,0476729918,tennisclubdevarces@gmail.com,http://www.club.fft.fr/tc.varces
ST EGREVE TENNIS,0603042975,saintegreve.tennis@gmail.com,http://www.tennis-st-egreve.fr
ST CASSIEN REAUMONT-LA MURETTE TC,0658966449,tc.rm@fft.fr,http://tcrm.e-monsite.com
SEYSSINS TENNIS CLUB,0476960657,tc.seyssins@gmail.com,http://www.tc-seyssins.fr
TENNIS CLUB LE CHEYLAS,0476331538,tennisclub.lecheylas@hotmail.fr,http://tennis-club-le-cheylas.over-blog.com
SASSENAGE TENNIS CLUB,0476270735,tennisclub-sassenage@orange.fr,http://www.club.fft.fr/tc.sassenage
SAINT VINCENT LE TOUVET T.C.,0476084093,tcst38@gmail.com,http://www.club.fft.fr/tcst
SEYSSINET AMICAL TC,0476485556,seyssinettennis@fft.fr,https://www.seyssinettennis.fr/
SAINT PAUL DE VARCES T.C.,0668596079,martinegouilloux@hotmail.com,None
SAINT JEAN DE MOIRANS T.C.,0642297777,tc.stjeandemoirans@wanadoo.fr,None
SAINT ISMIER TENNIS CLUB,0476522179,tennisit@free.fr,http://www.sitennis.com
ST ETIENNE DE CROSSEY TC,None,tennisclubcrossey@gmail.com,http://www.tennisclubcrossey.fr
SAINT-NAZAIRE LES EYMES T.C.,None,snet@fft.fr,http://www.club.fft.fr/snet/
TULLINS TENNIS CLUB,0476077216,tennisclubtullins@orange.fr,http://www.club.fft.fr/tennis.tullins/
ASSOCIATION FETE LE MUR ARLES,None,kenor13200@hotmail.com,None
PONT DE CLAIX (LE) A.S.PLATEFORME CHIMIQUE,0476982181,sandrine.fz@free.fr,None
PONT DE CLAIX TENNIS,0608103726,pontdeclaixtennis@fft.fr,https://pontdeclaixtennis.fr/
POLIENAS TENNIS CLUB,None,tennis.club.polienas@free.fr,http://tennis.club.polienas.free.fr
SAINT GEORGES DE COMMIERS T.C.,0476724444,stgeorgesdecommiers@fft.fr,http://www.club.fft.fr/tc.saintgeorges
NOTRE DAME DE MESAGE TC MESAGEOIS,None,tc.mesageois@fft.fr,http://www.club.fft.ft/tc.mesageois
MONTBONNOT TC,0609238992,contact@montbonnot-tennis-club.fr,http://www.club.fft.fr/tc.montbonnot
MOIRANS TC,0476353660,tcmoirans@gmail.com,http://www.club.fft.fr/tc.moirans
LE GUA TENNIS CLUB,0476723047,scolonel@live.com,http://www.club.fft.fr/tc.legua
SMASH CLUB TENNIS EYBENS,0476242512,smashclub.eybens@fft.fr,http://www.smashclubtenniseybens.fr/
SAINT LAURENT DU PONT TC CHARTREUSE,0677530956,nicole.perret4@orange.fr,http://www.club.fft.fr/tc.chartreuse
LE FONTANIL TC,None,fontaniltennis@gmail.com,http://www.club.fft.fr/lefontaniltennis
LA BUISSE TC,None,tennisclublabuisse@gmail.com,http://www.club.fft.fr/tclabuisse/10380588_a/cms/index_public.php?us_action=show
RIVES TC,0638025602,contact@tennisclubrives.fr,http://www.tennisclubrives.fr
JARRIE BRIÉ TENNIS CLUB,0640173152,tennisclubjarriebrie@gmail.com,None
RENAGE TENNIS CLUB,None,tennisclubrenage@gmail.com,https://tcr.clubeo.com/
NOYAREY VEUREY,None,tcnoyareyveurey@gmail.com,http://club.quomodo.com/tcnoyareyveurey
GRENOBLE SPORTS ENTREPRISES,None,gsetennis@gmail.com,http://www.gse.asso.fr/section/tennis
GRENOBLE TENNIS,0476252252,grenoble.tennis@wanadoo.fr,https://grenobletennis.fr
GRENOBLE VILLENEUVE T.C.,0476333300,tennisclubvilleneuve@gmail.com,http://www.tennisclubvilleneuve38.jindo.com
GRENOBLE A.S.C.E.A.,0476263584,ceast.tennis@gmail.com,http://www.club.fft.fr/grenoble.ascea
GONCELIN TENNIS CLUB,0634358150,goncelintennis@fft.fr,http://www.club.fft.fr/goncelintennis
GIERES TENNIS CLUB,0476629858,gierestennis@fft.fr,http://www.club.fft.fr/gierestennis
FONTAINE TENNIS CLUB,0476492506,asf.tennis@gmail.com,http://www.fontainetennis.fr
ESSM AGRI TENNIS,0476628169,essmagritennis@free.fr,https://essmagritennis.fr/
LANS EN VERCORS TENNIS CLUB,0768434141,tennisclublansenvercors@gmail.com,http://www.tennisclublansenvercors.fr
DOMENE TC,0476774929,tennisdomene@orange.fr,http://www.club.fft.fr/tennis.domene
ENTRE DEUX GUIERS TC DU GUIERS,None,marianne.astorg@orange.fr,http://www.club.fft.fr/e2g-tcguiers
CORENC TC,0476048052,tennisclubcorenc2@sfr.fr,None
GRENOBLE ENERGIE SPORT GES,None,oseredczuk.paul@wanadoo.fr,None
MEYLAN TC,0476001997,meylantennis@gmail.com,http://www.meylantennis.com/
CLAIX TENNIS,0476985724,claixtennis@free.fr,https://www.claixtennis.fr
FROGES TENNIS CLUB,None,tc.froges@gmail.com,http://www.club.fft.fr/tc.froges
CENTRE LIGUE SEYSSINS,None,seyssins.auvergnerhonealpes@fft.fr,https://ligueauvergnerhonealpestennis.com/
CHAMP SUR DRAC A.C.D.C. TENNIS,0476686355,eric.baret@schneider-electric.com,http://www.club.fft.fr/acdc.champ.sur.drac
BOURG D'OISANS TC,0476801622,tennisclubbourgdoisans@orange.fr,None
BIVIERS TENNIS CLUB,None,biviers.tennis@gmail.com,None
COMITE ISERE TENNIS,None,comite.isere@fft.fr,http://comite.fft.fr/isere
AUTRANS TENNIS CLUB,0476953176,tennisclubautrans@gmail.com,https://tennisclubautrans.com
COMITE ARDECHE TENNIS,None,None,None
ALPE D'HUEZ (L) TENNIS CLUB,None,yandubski@orange.fr,None
COMITE HAUTE SAVOIE TENNIS,None,comite.haute-savoie@fft.fr,http://www.comite.fft.fr/haute-savoie/cdt74_a/cms/index_public.php?us_action=sho
SOMBERNON T.C.,0674428630,None,None
SAINT SEINE L'ABBAYE T.C.,None,tc.saintseinelabbaye@yahoo.com,http://club.fft.fr/tennis-saint-seine
VAROIS ET CHAIGNOT A.S.C.,0380320000,None,None
CROLLES TC,0438920575,contact@tennisdecrolles.org,http://www.club.fft.fr/tennisdecrolles
BEAUCROISSANT-IZEAUX TC,0984318048,sylvie-blanchot@orange.fr,http://www.club.fft.fr/tcbi
BERNIN TC,0476088375,tcbernin@orange.fr,http://www.club.fft.fr/tc.bernin/
TALANT A.T.,0380572860,infos@talant-tennis.com,http://www.talant-tennis.com/
SAINT APOLLINAIRE A.S.C.,0380736835,asctennis@orange.fr,None
RUFFEY LES ECHIREY T.C.,None,tc.ruffeylesechirey@fft.fr,http://www.club.fft.fr/tc.ruffey
ROUVRES EN PLAINE A.O.R.,0380398124,andbataille@gmail.com,http://aorrouvres.clubeo.com
GRENOBLE UNIVERSITE CLUB,0632256227,guc-tennis@wanadoo.fr,http://club.fft.fr/guc.tennis
SAINT JEAN DE LOSNE T.C.,0380363266,tennisclubsjl@sfr.fr,None
PLOMBIERES T.C.,0689104277,tennisclubplombieres@gmail.com,http://club.fft.fr/tennisclubplombieres/
NUITS SAINT GEORGES T.C.,None,None,None
SAINT JULIEN T.C.,0683824904,saintjulientennisclub@gmail.com,http://www.club.fft.fr/tc.st.julien
SAINT APOLLINAIRE A.S.T.P.C.,None,None,None
LONGVIC A.L.C.,0951926270,longvic.tennis@fft.fr,http://www.alc-longvic-tennis.fr
MESSIGNY ET VANTOUX A.S.C.,None,04210104@fft.fr,http://www.club.fft.fr/ascmessignyvantoux
PONTAILLER T.C.,None,tennisclubpontailler@gmail.com,None
GEVREY CHAMBERTIN T.C.,0675561421,guilain2@hotmail.fr,http://www.club.fft.fr/gevreychambertin/
GENLIS T.C.,0380377994,tennisclubdegenlis@wanadoo.fr,http://www.club.fft.fr/tcgenlis
FONTAINE LES DIJON T.C.,0619362972,fontainelesdijontc@gmail.com,http://fontainelesdijontc.fr
FLEUREY SUR OUCHE T.C.,None,tennisfleurey@gmail.com,None
QUETIGNY A.S.,0380489230,as.quetigny@wanadoo.fr,http://www.club.fft.fr/quetigny.as
LIGUE BOURGOGNE FRANCHE COMTE TENNIS,0380682400,ligue.bourgogne-franche-comte@fft.fr,http://www.ligue.fft.fr/bfc-tennis/
DIJON UNIVERSITE CLUB,0671861114,emmanuelcapdepon@hotmail.com,http://www.club.fft.fr/ductennis
DIJON U.S. CHEMINOTS,0687016579,tennis.uscd@gmail.com,http://uscdijon.fr/section/tennis
HAUTEVILLE LES BOIS T.C.,None,None,None
DIJON A.S.P.T.T.,0380609484,asptt.tennis21@wanadoo.fr,http://dijon.asptt.com/
CHEVIGNY TENNIS CLUB,0633765016,alain.duport@fft.fr,http://chevignytc.clubeo.com/
CHENOVE T.C.,0380588201,None,http://www.club.fft.fr/tc.chenove
IS SUR TILLE T.C.,None,tennisclubissois@live.fr,http://tennisclubissois.free.fr
FENAY C.O.,0951841156,tennis.fenay@fft.fr,http://club.fft.fr/tennis.fenay
MARSANNAY LA COTE T.C.,0686417032,tennisclubmarsannay@gmail.com,http://www.club.fft.fr/marsannaylacote
COMITE COTE D'OR TENNIS,0380682400,comite.21@fft.fr,http://www.comite.fft.fr/cote-dor/
ARGILLY T.C.,None,tcargilly@gmail.com,None
SAULON LA CHAPELLE F.R.,None,bureau.frsaulon@gmail.com,http://www.club.fft.fr/fr.saulon
BELLENEUVE T.C.,None,None,None
BRAZEY EN PLAINE C.A.L.,0768254515,tenniscal21@gmail.com,None
BLAISY COMPETITION T.C.,None,tennis.blaisybas@gmail.com,https://www.facebook.com/TennisClubBlaisyBas/
BELLEFOND T.C.,0769523293,None,None
US JUVARDEIL,0682087165,usjuvardeiltennis@gmail.com,None
ARC SUR TILLE T.C.,None,tcarc@free.fr,http://tcarc.free.fr
AUXONNE ETOILE,0675579362,tennisclubetoileauxonnaise@gmail.com,http://www.club.fft.fr/tc.etoile.auxonnaise
AHUY T.C.,None,ahuy.tennisclub@gmail.com,None
TENNIS CLUB VAILLANTE ANGERS,0244011770,tc.vaillante@fft.fr,http://www.club.fft.fr/tc.vaillante
DIJON T.C.,0380652268,contact@tennis-club-dijonnais.com,http://www.tennis-club-dijonnais.com/
TENNIS CLUB POM'JEANNAIS,0241778163,pomjeannais.tennis@gmail.com,http://www.club.fft.fr/tc.pomjeannais
TENNIS CLUB LIONNAIS,0645436952,tclionnais@gmail.com,http://www.club.fft.fr/tennisclublionnais
UNION SPORTIVE DU PETIT LOUET,0241919498,uspltennis49@gmail.com,http://www.club.fft.fr/uspl.tennis
TENNIS CLUB DE L'OCEANE,0626907479,tennisclub.oceane@laposte.net,https://tcoceane.fr/
TENNIS CHALONNAIS,0677036590,contact@tennischalonnais.com,https://tennischalonnais.com
TENNIS CLUB VILLEVEQUE SOUCELLES,None,tcvsinfo@yahoo.fr,https://sites.google.com/site/tennisclubvillevequesoucelles/
TENNIS CLUB ROSIEROIS,0241380536,elvina.gazeau@gmail.com,https://fr-fr.facebook.com/tennisclubrosierois/
TENNIS CLUB LINIEROIS,0241397478,None,http://www.club.fft.fr/tennisclublinierois
TC SCEAUX D'ANJOU,None,ymmarchand@gmail.com,None
TC SEICHOIS,None,tcseichois@fft.fr,http://www.tcseichois.com
TC QUATRE SAISONS ANGERS SUD,0241577485,tc4s@orange.fr,http://www.tc4saisons.com
TENNIS CLUB DE GENNES,0681957701,tennisclubgennes@gmail.com,http://tennisclubgennes.free.fr
TENNIS CLUB D'ERDRE-EN-ANJOU,0615197292,None,http://www.club.fft.fr/tennisclubvernois/
TENNIS ECOUFLANT CLUB,None,vanniermichel6049@neuf.fr,https://tennisecouflantclub.wordpress.com
TC ST LAMBERT LA POTHERIE,None,tennis.saintlambertlapotherie@gmail.com,https://www.facebook.com/tennisclubslp/
TC SOULAINES SUR AUBANCE,0241476169,tcsoulaines49@gmail.com,http://www.club.fft.fr/tennis.soulaines
TC DE LA MENITRE,0660353660,tcmenitre@gmail.com,None
TC POSSOSAVENNIERES,None,alexandre.gervais0@orange.fr,http://www.club.fft.fr/tc-possosavennieres/
TC CORNE,None,tccorne49630@gmail.com,http://tccorne.kalisport.com
TC LE PLESSIS GRAMMOIRE,None,tennisclub.plessisgrammoire@gmail.com,https://www.tcplessisgrammoire.fr
TC LONGUENEE EN ANJOU,None,jean-michel.coudrin@wanadoo.fr,https://club.fft.fr/tclonguenee
TC DE L'AUBANCE,None,tcaubance.secretariat@gmail.com,http://www.club.fft.fr/tcaubance
TC LA BECONNAISE,0636116585,tcbecon49@gmail.com,None
TENNIS SAINT LEONARD ANGERS,0241685266,tennis.stleonardangers@orange.fr,http://www.club.fft.fr/tsla
ST BARTH TENNIS,0241939740,contact@stbarth.tennis,http://www.stbarth.tennis/
TC CANTENAY EPINARD,None,chesne.jacky@orange.fr,https://www.facebook.com/tccantenayepinard/groups/?ref=page_internal
TC BAUMETTE,0241476699,contact@tcbaumette.fr,http://www.tcbaumette.fr
SC DE BEAUCOUZE,0241485385,club@scbtennis.com,https://www.scbtennis.com
ROCHEFORT ATHLETIC CLUB,None,None,None
LA BOHALLE - LA DAGUENIERE TC,0241804897,None,None
TC BRIOLLAY,None,tennis.briollay@gmail.com,http://club.fft.fr/tennisbriollay
T.C.SAINT GEORGES SUR LOIRE,None,tennisclub-stgeorges@fft.fr,http://www.club.fft.fr/tennisclub-stgeorges
ES ANDARD BRAIN,0241549977,contact@esabtennis.fr,http://esabtennis.fr/
TC DE L'AUTHION,0241576194,tennisclubdelauthion49@orange.fr,https://www.tennisclubauthion.fr
GAZ ELECTRO CLUB ANGEVIN,None,None,None
ES JARZEENNE,0678027784,stfauto49@gmail.com,http://www.tennis-jarze.fr
TC MONTREUIL JUIGNE,0241424240,tcmj49@free.fr,http://www.club.fft.fr/tcmj49/
AS PONTS DE CE,0241792704,aspctennis@neuf.fr,https://aspctennis.com
AS AVRILLE TENNIS,0965180242,asa.tennis@fft.fr,https://www.avrilletennis.com
ANGERS TENNIS CLUB,0241668686,angerstc@wanadoo.fr,http://www.angerstennisclub.fr/
ANGERS PADEL,0241197227,angers-padel@orange.fr,http://angerspadel.fr
